CMS Unit ID,Primary Unit Identifier,Title,Quantity,Centroid Latitude,Centroid Longitude,Site Name,Materials 1,MType1,Materials 2,MType2,Descriptor 1,Descriptor Type 1,Descriptor 2,Descriptor Type 2,Descriptor 3,Descriptor Type 3,Recovery Date,HPU Method,HPU Number,Horizontal Coordinate 1,Horizontal Coordinate 2,Horizontal Measurement Unit,Horizontal Reference Point,Feature Number,Feature Type,VPU Method,VPU Number,VPU Start,VPU End,Vertical Measurement unit,Vertical Reference Point,Concat,Description 1,Description Type 1,Description Date 1,Description Author 1,Description 2,Description Type 2,Description Date 2,Description Author 2,Description 3,Description Type 3,Description Date 3,Description Author 3,Mgmt Notes 1,Mgmt Note Type 1,Mgmt Note Author 1,Mgmt Note Date 1,Mgmt Notes 2,Mgmt Note Type 2,Mgmt Note Author 2,Mgmt Note Date 2,Mgmt Notes 3,Mgmt Note Type 3,Mgmt Note Author 3,Mgmt Note Date 3,Multimedia Title,Multimedia Internal Record Number,Permanent Location,Insertion Date,Inserted By
11210701,317.42.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,base sherd,Local,,,,,,N0,W90,,,,,,,1.8,2.2,feet,,,probable same,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210702,317.42.5,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,base sherd,Local,,,,,,N0,W90,,,,,,,1.8,2.2,feet,,,probable same,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210703,317.43.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,W90,,,,,,,2.2,2.5,feet,,,dark olive glass bottle body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210704,317.43.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,W90,,,,,,,2.2,2.5,feet,,,brown glass fragment- possibly bottle and possibly a corner and shoulder fragment with part of a front or side panel from a square or rectangular bottle The panel has raised ribs,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210705,317.45.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,sherd,AAT,,,,,,N0,E10,,,,,,,0,0.8,feet,,,black olive glass bottle base fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210706,317.45.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,sherd,AAT,,,,,,N0,E10,,,,,,,0,0.8,feet,,,brown glass bottle fragment- possibly shoulder,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210707,317.45.9,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,sherd,AAT,,,,,,N0,E10,,,,,,,0,0.8,feet,,,light olive glass bottle fragment- possibly body,Catalog,,Unknown Cataloger,,,,,,,,,Third part of number illegible.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as317.45 but changed to 317.45.9  because this artifact matches the description for that number and no other artifact was found with that number.,Inventory,"Hoffman, Nancy Buck",10/14/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210371,317.45.17,Pane (architectural element),5,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,,N0,E10,,,,,,,0,0.8,feet,,,miscellaneous window glass fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210708,317.47.1,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,0 N / 0 W east one foot to 0 N / 10 E west two feet,N0,E0-10,,,2,,,,,1.7,feet,,,green glass bottle fragment- possibly shoulder,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210710,317.55.5,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,finish (container component),Local,,,,,,S20,W100,,,,,,backfill,,,,,,olive bottle glass neck & rim frag,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.5.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.5  but changed to 317.55.5 because this artifact matches the description for that number and 317.54.5 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210711,317.55.6,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S20,W100,,,,,,backfill,,,,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,This number is wrong and should be 317.55.6.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.6  but changed to 317.55.6 because this artifact matches the description for that number and 317.54.6 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210717,317.55.6,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S20,W100,,,,,,backfill,,,,,,,,,,,,,,,,,,The catalog number recorded for this artifact is a duplicate.The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",11/4/2015,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210712,317.55.7,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S20,W100,,,,,,backfill,,,,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.7.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.7  but changed to 317.55.7 because this artifact matches the description for that number and 317.54.7 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210713,317.55.8,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,finish (container component),Local,,,,,,S20,W100,,,,,,backfill,,,,,,amber bottle glass rim fragment,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.8.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.8  but changed to 317.55.8 because this artifact matches the description for that number and 317.54.8 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210714,317.55.9,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,base sherd,Local,,,,,,S20,W100,,,,,,backfill,,,,,,amber bottle glass base fragment,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.9.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.9  but changed to 317.55.9 because this artifact matches the description for that number and 317.54.9 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210715,317.55.10,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,sherd,AAT,,,,,,S20,W100,,,,,,backfill,,,,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.10.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.10  but changed to 317.55.10 because this artifact matches the description for that number and 317.54.10 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210716,317.55.11,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,sherd,AAT,,,,,,S20,W100,,,,,,backfill,,,,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,This number is wrong and should be 317.55.11.,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.54.11  but changed to 317.55.11 because this artifact matches the description for that number and 317.54.11 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210718,317.58.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S20,W100,,,,,,,2.3,3,feet,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210719,317.60.1,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S0,E30,,,,,,,0,1.5,feet,surface,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210372,317.61.2,Pane (architectural element),5,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,,N0,E30,,,,,,,,1.9,feet,,,clear window glass fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210373,317.62.2,Pane (architectural element),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,,N0,E40,,,,,,,0.9,1.4,feet,,,clear window glass fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210374,317.62.3,Pane (architectural element),1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,,N0,E40,,,,,,,0.9,1.4,feet,,,clear window glass fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210720,317.63.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,E30,,,,,,,1.9,2.5,feet,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210721,317.63.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,E30,,,,,,,1.9,2.5,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210722,317.63.5,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,E30,,,,,,,1.9,2.5,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210723,317.64.1,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,N0,E40,,,,,,,0.9,1.6,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210724,317.65.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S10,E40,,,,,,,1.1,2.5,feet,,,dk olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210725,317.66.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,0 N / 30 E southwest corner,N0,E30,,,5,,,,1.9,2.5,feet,,,olive tint bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210726,317.67.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,dk olive bottle glass body fragment with raised letter S,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210727,317.67.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,dk olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210728,317.67.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210729,317.67.5,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210730,317.67.6,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210375,317.67.10,Pane (architectural element),5,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,10 S / 30 E north half,S10,E30,,,,,,,,,,surface,,clear & tinted window glass fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210377,317.68.1,Pane (architectural element),8,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,0 SW / BK 2,SW0,,,,,,,,1.4,,feet,,,clear & tinted window glass fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210731,317.68.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,0 SW / BK 2,SW0,,,,,,,,1.4,,feet,,,,,,,,,,,,,,,Wrong number,Inventory,"Scott, Barbara G.",3/31/2014,"The catalog number recorded for this artifact is a duplicate. The artifact is either mislabled or the number was illegible.This may be the glass sherd numbered 317.6B.3 which was not otherwise found, but the color descriptions do not match.",Inventory,"Hoffman, Nancy Buck",11/4/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210732,317.69.1,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S0,E40,,,5,,,,1.9,2.8,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210733,317.69.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S0,E40,,,5,,,,1.9,2.8,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210734,317.69.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S0,E40,,,5,,,,1.9,2.8,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210378,317.69.8,Pane (architectural element),6,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,,S0,E40,,,5,,,,1.9,2.8,feet,,,tinted window glass fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210735,317.70.1,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,base sherd,Local,,,,,10 S / 20 E north half,S10,E20,,,,,,rubble fill in basement,1.5,2.5,feet,,,olive bottle glass base & body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210739,317.70.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 20 E north half,S10,E20,,,,,,rubble fill in basement,1.5,2.5,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210379,317.70.3,Pane (architectural element),8,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,10 S / 20 E north half,S10,E20,,,,,,rubble fill in basement,1.5,2.5,feet,,,clear & tinted window glass fragments,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210736,317.71.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,5.8,,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210737,317.71.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,5.8,,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,Wrong number,Inventory,"Scott, Barbara G.",3/31/2014,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210738,317.71.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E north half,S10,E30,,,,,,,5.8,,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,Wrong number,Inventory,"Scott, Barbara G.",3/31/2014,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210740,317.73.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 20 E north half,S10,E40,,,,,,Rubble fill,,,feet,Surface,,clear bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,Originally entered as 317.73.8  but changed to 317.73.3 because this artifact matches the description for that number and the artifact labeled 317.73.3 does not. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/15/2015,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210741,317.73.9,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 20 E north half,S10,E40,,,,,,Rubble fill,,,feet,Surface,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210743,317.74.5,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S10,E40,,,,,,Rubble fill,,5.75,feet,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210742,317.74.8,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,,S10,E40,,,,,,Rubble fill,,5.75,feet,,,lt aqua bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,Wrong number,Inventory,"Scott, Barbara G.",3/31/2014,Originally entered as 317.74.2 but changed to 317.74.8 because this artifact matches the description for that number and 317.74.2 was a duplicate that did not match the description for that number. The artifact is either mislabled or the number was illegible.,Inventory,"Hoffman, Nancy Buck",10/21/2015,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210744,317.78.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E south half,S10,E40,,,,,,basement,0,,feet,surface,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210745,317.80.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E northwest corner five feet,S10,E40,,,,,,,0,4,feet,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210746,317.80.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E northwest corner five feet,S10,E40,,,,,,,0,4,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210747,317.81.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E south half,S10,E40,,,,,,Fill,0,6,feet,Surface,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210748,317.82.2,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E five feet southeast of partition,S10,E40,,,,,,,,5.66,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210749,317.82.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E five feet southeast of partition,S10,E40,,,,,,,,5.66,feet,,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210750,317.82.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 40 E five feet southeast of partition,S10,E40,,,,,,,,5.66,feet,,,amber bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210380,317.82.7,Pane (architectural element),5,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,sheet glass,AAT,,,pane (architectural element),AAT,,,,,,,10 S / 40 E five feet southeast of partition,S10,E40,,,,,,,,5.66,feet,,,tinted window glass fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210752,317.84.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E south five feet,S10,E30,,,,,,fill,0,6,feet,surface,,dk olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210751,317.84.8,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 30 E south five feet,S10,E30,,,,,,fill,0,6,feet,surface,,lt. amber bottle glass body fragment,Catalog,,Unknown Cataloger,The sherd is light green in color,Inventory,3/31/2014,"Scott, Barbara G.",,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210753,317.85.3,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,base sherd,Local,,,,,10 S / 20 E southeast quarter,S10,E20,,,,,,fill,0,6,feet,surface,,"dk olive bottle glass base kick up fragment, very thick",Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
11210754,317.85.4,Bottle,1,44 53 35 N,093 10 52 W,Fort Snelling Short Barracks,glass (material),AAT,,,bottle,AAT,body sherd,Local,,,,,10 S / 20 E southeast quarter,S10,E20,,,,,,fill,0,6,feet,surface,,olive bottle glass body fragment,Catalog,,Unknown Cataloger,,,,,,,,,,,,,,,,,,,,,,,666.Archaeology,7/9/2014,Nancy Hoffman
